rosbagTimestamp,lane_markings,header,seq,stamp,secs,nsecs,frame_id,look_index,timeStamp,frameNum,host_left,state,long_distance_to_end,curve,model_degree,c0_position,c1_heading_angle,c2_curvature,c3_curvature_derivative,start_point,x,y,quality,id,track_status,quality,attr,color,continuity,width,host_right,state,long_distance_to_end,curve,model_degree,c0_position,c1_heading_angle,c2_curvature,c3_curvature_derivative,start_point,x,y,quality,id,track_status,quality,attr,color,continuity,width,neighbor_left,state,long_distance_to_end,curve,model_degree,c0_position,c1_heading_angle,c2_curvature,c3_curvature_derivative,start_point,x,y,quality,id,track_status,quality,attr,color,continuity,width,neighbor_right,state,long_distance_to_end,curve,model_degree,c0_position,c1_heading_angle,c2_curvature,c3_curvature_derivative,start_point,x,y,quality,id,track_status,quality,attr,color,continuity,width,host_lane_width,left_lane_width,right_lane_width,ego_lane_change_status,road_edges,Header,seq,stamp,secs,nsecs,frame_id,look_index,left_road_edge,quality,reserved,type,id,traceStatus,roadEdgeCurve,long_distance_to_end,curve,model_degree,c0_position,c1_heading_angle,c2_curvature,c3_curvature_derivative,start_point,x,y,right_road_edge,quality,reserved,type,id,traceStatus,roadEdgeCurve,long_distance_to_end,curve,model_degree,c0_position,c1_heading_angle,c2_curvature,c3_curvature_derivative,start_point,x,y,error_flag,detected_edge_cnt
1620811956496106545,,,0,,0,0,'',0,0.0,0,,,23.239999771118164,,0,1.5103000402450562,0.014557999558746815,4.400000034365803e-05,-9.650000265537528e-07,,0.0,2.0,,236,2,1,,0,1,0.0,,,45.029998779296875,,0,-1.8561999797821045,0.011795000173151493,3.999999989900971e-06,1.0099999769863643e-07,,0.0,-2.0,,232,2,1,,0,1,0.0,,,0.0,,0,0.0,0.0,0.0,0.0,,0.0,0.0,,0,0,0,,0,0,0.0,,,0.0,,0,-0.0,-0.0,-0.0,-0.0,,0.0,-5.625,,0,2,1,,0,1,0.0,0.0,0.0,0.0,0,,,0,,0,0,'',0,,1,0,0,233,2,,23.729999542236328,,0,-2.4256999492645264,0.020083000883460045,-0.0002500000118743628,-2.4118999135680497e-05,,0.0,0.0,,1,0,0,0,0,,0.0,,0,-0.0,-0.0,-0.0,-0.0,,0.0,0.0,0,0
1620811956546107959,,,0,,0,0,'',0,0.0,0,,,23.239999771118164,,0,1.517199993133545,0.0139979999512434,4.199999966658652e-05,-9.650000265537528e-07,,0.0,2.0,,236,2,1,,0,1,0.0,,,45.029998779296875,,0,-1.8507000207901,0.01119800005108118,3.999999989900971e-06,1.0099999769863643e-07,,0.0,-2.0,,232,2,1,,0,1,0.0,,,0.0,,0,0.0,0.0,0.0,0.0,,0.0,0.0,,0,0,0,,0,0,0.0,,,0.0,,0,-0.0,-0.0,-0.0,-0.0,,0.0,-5.625,,0,2,1,,0,1,0.0,0.0,0.0,0.0,0,,,0,,0,0,'',0,,1,0,0,233,2,,23.729999542236328,,0,-2.4256999492645264,0.020083000883460045,-0.0002500000118743628,-2.4118999135680497e-05,,0.0,0.0,,1,0,0,0,0,,0.0,,0,-0.0,-0.0,-0.0,-0.0,,0.0,0.0,0,0
1620811956596861328,,,0,,0,0,'',0,0.0,0,,,22.270000457763672,,0,1.5169999599456787,0.012795000337064266,4.099999932805076e-05,-1.3459999763654196e-06,,0.0,2.0,,236,2,1,,0,1,0.0,,,44.04999923706055,,0,-1.8528000116348267,0.009955000132322311,3.999999989900971e-06,-1.0499999802959792e-07,,0.0,-2.0,,232,2,1,,0,1,0.0,,,0.0,,0,0.0,0.0,0.0,0.0,,0.0,0.0,,0,0,0,,0,0,0.0,,,0.0,,0,-0.0,-0.0,-0.0,-0.0,,0.0,-5.625,,0,2,1,,0,1,0.0,0.0,0.0,0.0,0,,,0,,0,0,'',0,,1,0,0,233,2,,21.209999084472656,,0,-2.3905999660491943,0.02219099923968315,-0.0003349999897181988,-2.3946999135660008e-05,,0.0,0.0,,1,0,0,0,0,,0.0,,0,-0.0,-0.0,-0.0,-0.0,,0.0,0.0,0,0
1620811956646103871,,,0,,0,0,'',0,0.0,0,,,22.270000457763672,,0,1.5230000019073486,0.012172999791800976,3.899999865097925e-05,-1.3459999763654196e-06,,0.0,2.0,,236,2,1,,0,1,0.0,,,44.04999923706055,,0,-1.8481999635696411,0.00930000003427267,3.999999989900971e-06,-1.0499999802959792e-07,,0.0,-2.0,,232,2,1,,0,1,0.0,,,0.0,,0,0.0,0.0,0.0,0.0,,0.0,0.0,,0,0,0,,0,0,0.0,,,0.0,,0,-0.0,-0.0,-0.0,-0.0,,0.0,-5.625,,0,2,1,,0,1,0.0,0.0,0.0,0.0,0,,,0,,0,0,'',0,,1,0,0,233,2,,21.209999084472656,,0,-2.3905999660491943,0.02219099923968315,-0.0003349999897181988,-2.3946999135660008e-05,,0.0,0.0,,1,0,0,0,0,,0.0,,0,-0.0,-0.0,-0.0,-0.0,,0.0,0.0,0,0
1620811956696319308,,,0,,0,0,'',0,0.0,0,,,18.760000228881836,,0,1.528499960899353,0.012992000207304955,5.400000009103678e-05,2.9430000267893774e-06,,0.0,2.0,,236,2,1,,0,1,0.0,,,43.08000183105469,,0,-1.857100009918213,0.00988100003451109,-1.4000000192027073e-05,-3.5840000691678142e-06,,0.0,-2.0,,232,2,1,,0,1,0.0,,,0.0,,0,0.0,0.0,0.0,0.0,,0.0,0.0,,0,0,0,,0,0,0.0,,,0.0,,0,-0.0,-0.0,-0.0,-0.0,,0.0,-5.625,,0,2,1,,0,1,0.0,0.0,0.0,0.0,0,,,0,,0,0,'',0,,1,0,0,233,2,,20.239999771118164,,0,-2.4570000171661377,0.01825300045311451,-0.0003699999942909926,-1.3642000340041704e-05,,0.0,0.0,,1,0,0,0,0,,0.0,,0,-0.0,-0.0,-0.0,-0.0,,0.0,0.0,0,0
1620811956746091655,,,0,,0,0,'',0,0.0,0,,,18.760000228881836,,0,1.534600019454956,0.012446999549865723,5.900000178371556e-05,2.9430000267893774e-06,,0.0,2.0,,236,2,1,,0,1,0.0,,,43.08000183105469,,0,-1.8525999784469604,0.009263000451028347,-1.9999999494757503e-05,-3.5840000691678142e-06,,0.0,-2.0,,232,2,1,,0,1,0.0,,,0.0,,0,0.0,0.0,0.0,0.0,,0.0,0.0,,0,0,0,,0,0,0.0,,,0.0,,0,-0.0,-0.0,-0.0,-0.0,,0.0,-5.625,,0,2,1,,0,1,0.0,0.0,0.0,0.0,0,,,0,,0,0,'',0,,1,0,0,233,2,,20.239999771118164,,0,-2.4570000171661377,0.01825300045311451,-0.0003699999942909926,-1.3642000340041704e-05,,0.0,0.0,,1,0,0,0,0,,0.0,,0,-0.0,-0.0,-0.0,-0.0,,0.0,0.0,0,0
1620811956796028731,,,0,,0,0,'',0,0.0,0,,,18.760000228881836,,0,1.537500023841858,0.012047999538481236,6.0999998822808266e-05,2.9430000267893774e-06,,0.0,2.0,,236,2,1,,0,1,0.0,,,43.08000183105469,,0,-1.8503999710083008,0.008825999684631824,-2.099999983329326e-05,-3.5840000691678142e-06,,0.0,-2.0,,232,2,1,,0,1,0.0,,,0.0,,0,0.0,0.0,0.0,0.0,,0.0,0.0,,0,0,0,,0,0,0.0,,,0.0,,0,-0.0,-0.0,-0.0,-0.0,,0.0,-5.625,,0,2,1,,0,1,0.0,0.0,0.0,0.0,0,,,0,,0,0,'',0,,1,0,0,233,2,,20.239999771118164,,0,-2.4570000171661377,0.01825300045311451,-0.0003699999942909926,-1.3642000340041704e-05,,0.0,0.0,,1,0,0,0,0,,0.0,,0,-0.0,-0.0,-0.0,-0.0,,0.0,0.0,0,0
1620811956845984778,,,0,,0,0,'',0,0.0,0,,,17.799999237060547,,0,1.5383000373840332,0.011385999619960785,7.400000322377309e-05,4.8850001803657506e-06,,0.0,2.0,,236,2,1,,0,1,0.0,,,42.119998931884766,,0,-1.8528000116348267,0.007590999826788902,-2.4000000848900527e-05,-2.730999995037564e-06,,0.0,-2.0,,232,2,1,,0,1,0.0,,,0.0,,0,0.0,0.0,0.0,0.0,,0.0,0.0,,0,0,0,,0,0,0.0,,,0.0,,0,-0.0,-0.0,-0.0,-0.0,,0.0,-5.625,,0,2,1,,0,1,0.0,0.0,0.0,0.0,0,,,0,,0,0,'',0,,1,0,0,233,2,,18.309999465942383,,0,-2.4256999492645264,0.022129999473690987,-0.00043700000969693065,-1.5604999134666286e-05,,0.0,0.0,,1,0,0,0,0,,0.0,,0,-0.0,-0.0,-0.0,-0.0,,0.0,0.0,0,0
1620811956896052020,,,0,,0,0,'',0,0.0,0,,,17.799999237060547,,0,1.5434999465942383,0.010683000087738037,8.099999831756577e-05,4.8850001803657506e-06,,0.0,2.0,,236,2,1,,0,1,0.0,,,42.119998931884766,,0,-1.8494000434875488,0.006785999983549118,-2.8000000384054147e-05,-2.730999995037564e-06,,0.0,-2.0,,232,2,1,,0,1,0.0,,,0.0,,0,0.0,0.0,0.0,0.0,,0.0,0.0,,0,0,0,,0,0,0.0,,,0.0,,0,-0.0,-0.0,-0.0,-0.0,,0.0,-5.625,,0,2,1,,0,1,0.0,0.0,0.0,0.0,0,,,0,,0,0,'',0,,1,0,0,233,2,,18.309999465942383,,0,-2.4256999492645264,0.022129999473690987,-0.00043700000969693065,-1.5604999134666286e-05,,0.0,0.0,,1,0,0,0,0,,0.0,,0,-0.0,-0.0,-0.0,-0.0,,0.0,0.0,0,0
1620811956946002156,,,0,,0,0,'',0,0.0,0,,,16.850000381469727,,0,1.54830002784729,0.010312999598681927,6.900000153109431e-05,2.42700002672791e-06,,0.0,2.0,,236,2,1,,0,1,0.0,,,30.049999237060547,,0,-1.832900047302246,0.008151999674737453,-2.4000000848900527e-05,3.4999999343199306e-08,,0.0,-2.0,,232,2,1,,0,1,0.0,,,0.0,,0,0.0,0.0,0.0,0.0,,0.0,0.0,,0,0,0,,0,0,0.0,,,0.0,,0,-0.0,-0.0,-0.0,-0.0,,0.0,-5.625,,0,2,1,,0,1,0.0,0.0,0.0,0.0,0,,,0,,0,0,'',0,,1,0,0,233,2,,16.579999923706055,,0,-2.3671000003814697,0.02246199920773506,-0.0004830000107176602,-8.944000001065433e-06,,0.0,0.0,,1,0,0,0,0,,0.0,,0,-0.0,-0.0,-0.0,-0.0,,0.0,0.0,0,0
